,event,sys_clock,logical_clock,code,queue_length,msg,process
0,RECEIVE MESSAGE,1,1,-1,1,4,3
1,RECEIVE MESSAGE,2,5,-1,2,5,3
2,RECEIVE MESSAGE,3,6,-1,3,8,3
3,RECEIVE MESSAGE,4,9,-1,4,9,3
4,RECEIVE MESSAGE,5,10,-1,4,12,3
5,RECEIVE MESSAGE,6,13,-1,5,15,3
6,RECEIVE MESSAGE,7,16,-1,6,18,3
7,RECEIVE MESSAGE,8,19,-1,6,19,3
8,RECEIVE MESSAGE,9,20,-1,5,28,3
9,RECEIVE MESSAGE,10,29,-1,6,29,3
10,RECEIVE MESSAGE,11,30,-1,9,33,3
11,RECEIVE MESSAGE,12,34,-1,11,35,3
12,RECEIVE MESSAGE,13,36,-1,10,37,3
13,RECEIVE MESSAGE,14,38,-1,13,44,3
14,RECEIVE MESSAGE,15,45,-1,13,54,3
15,RECEIVE MESSAGE,16,55,-1,16,56,3
16,RECEIVE MESSAGE,17,57,-1,15,58,3
17,RECEIVE MESSAGE,18,59,-1,16,61,3
18,RECEIVE MESSAGE,19,62,-1,15,62,3
19,RECEIVE MESSAGE,20,63,-1,15,63,3
20,RECEIVE MESSAGE,21,64,-1,17,64,3
21,RECEIVE MESSAGE,22,65,-1,18,66,3
22,RECEIVE MESSAGE,23,67,-1,19,68,3
23,RECEIVE MESSAGE,24,69,-1,20,74,3
24,RECEIVE MESSAGE,25,75,-1,22,77,3
25,RECEIVE MESSAGE,26,78,-1,25,78,3
26,RECEIVE MESSAGE,27,79,-1,27,79,3
27,RECEIVE MESSAGE,28,80,-1,28,81,3
28,RECEIVE MESSAGE,29,82,-1,28,85,3
29,RECEIVE MESSAGE,30,86,-1,29,87,3
30,RECEIVE MESSAGE,31,88,-1,29,88,3
31,RECEIVE MESSAGE,32,89,-1,31,89,3
32,RECEIVE MESSAGE,33,90,-1,33,96,3
33,RECEIVE MESSAGE,34,97,-1,34,101,3
34,RECEIVE MESSAGE,35,102,-1,35,112,3
35,RECEIVE MESSAGE,36,113,-1,36,113,3
36,RECEIVE MESSAGE,37,114,-1,36,114,3
37,RECEIVE MESSAGE,38,115,-1,36,115,3
38,RECEIVE MESSAGE,39,116,-1,37,121,3
39,RECEIVE MESSAGE,40,122,-1,38,123,3
40,RECEIVE MESSAGE,41,124,-1,38,125,3
41,RECEIVE MESSAGE,42,126,-1,40,128,3
42,RECEIVE MESSAGE,43,129,-1,39,130,3
43,RECEIVE MESSAGE,44,131,-1,39,132,3
44,RECEIVE MESSAGE,45,133,-1,39,136,3
45,RECEIVE MESSAGE,46,137,-1,38,138,3
46,RECEIVE MESSAGE,47,139,-1,39,139,3
47,RECEIVE MESSAGE,48,140,-1,41,141,3
48,RECEIVE MESSAGE,49,142,-1,43,144,3
49,RECEIVE MESSAGE,50,145,-1,43,145,3
50,RECEIVE MESSAGE,51,146,-1,47,146,3
51,RECEIVE MESSAGE,52,147,-1,48,147,3
52,RECEIVE MESSAGE,53,148,-1,48,150,3
53,RECEIVE MESSAGE,54,151,-1,49,151,3
54,RECEIVE MESSAGE,55,152,-1,52,154,3
55,RECEIVE MESSAGE,56,155,-1,53,156,3
56,RECEIVE MESSAGE,57,157,-1,55,159,3
57,RECEIVE MESSAGE,58,160,-1,56,164,3
58,RECEIVE MESSAGE,59,165,-1,55,166,3
